Tree,2002Rating,2002DBH,2003Rating,2003DBH ,2004Rating,2004DBH,2005Rating,2005DBH,2007Rating,2007DBH,2008Rating,2008DBH,2009Rating,2009DBH,2010Rating,2010DBH,2011Rating,2011DBH,2013Rating,2013DBH,2014Rating,2014DBH
5100.9,2,0.4,2,0.2,5,0.3,5,0.3,1,1.0,1,1.4,1,1.9,2,2.3,3,2.8,0,,0,
538,2,26.7,2,27.7,2,27.9,2,27.9,3,28.6,3,28.1,3,29.1,3,28.5,3,28.6,3,30,3,29
1393,5,4.8,5,5.0,5,6.2,3,5.4,1,1.6,2,2.3,2,0.8,3,1.3,2,1.6,2,2.6,2,3.1
1394,5,27.9,2,29.0,2,29.4,2,29.4,3,29.9,3,29.8,3,30.2,3,29.8,3,30.2,1,3.6,2,4.4
1395,5,37.1,5,38.3,3,38.5,3,38.6,3,38.9,4,40.1,4,39.5,3,39.7,3,39.2,3,40.9,2,4.1
1402,5,5.0,5,5.0,2,5.3,5,5.3,3,6.3,2,6.7,2,7.0,2,7.1,3,7.5,2,5,2,6
1403,5,5.8,2,6.0,2,6.2,3,6.4,3,7.0,2,7.2,2,1.0,3,2.3,2,3,2,0.7,2,1.4
1404,5,4.1,5,4.1,2,4.2,1,-1.0,2,0.5,1,0.5,1,0.5,2,0.5,3,2.5,1,-1,2,-1
1405,5,5.3,5,5.5,5,5.7,5,6.3,3,8.3,3,9.2,3,9.8,3,2,2,3.2,2,3.5,2,3.8
1406,5,5.3,5,5.6,2,6.0,4,6.1,3,7.0,2,1.1,2,1.8,3,2.1,2,2.6,1,4,2,4.4
1409,5,21.0,5,21.4,2,22.0,2,22.0,2,22.8,3,22.9,3,22.8,3,22.8,3,4.3,3,3.9,3,3.5
2006,5,14.5,5,14.5,2,14.4,2,14.5,3,2.4,3,14.6,3,2.1,3,3.8,3,3.6,1,1.9,1,2.2
2007,5,19.2,5,19.5,2,19.7,2,19.8,3,20.1,3,20.0,3,20.1,3,20.3,3,1.1,1,0.2,2,0.6
2008,5,3.6,5,3.8,5,4.2,4,4.5,3,6.8,3,6.8,3,6.8,3,7,2,2.4,3,4,3,3.8
2009,5,19.9,5,20.3,2,20.7,2,21.8,3,21.2,3,21.2,3,22.0,3,23,3,20.9,2,3.8,2,3.8
2012,5,23.0,2,23.2,2,22.9,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,2,-1.0,0,,0,
2016,5,4.9,5,5.0,5,5.1,4,6.6,4,7.8,3,8.3,3,8.9,3,9.2,3,10.3,2,4.7,2,4.9
2017,5,24.1,2,24.3,2,24.6,3,24.6,3,25.2,3,25.1,3,25.7,3,26.2,3,6.5,2,5,2,5
2019,5,19.4,5,20.0,3,20.8,2,21.0,3,21.6,3,21.5,3,21.7,3,2.5,3,4.2,2,6.8,3,8.1
2020,5,24.6,5,25.4,3,5.8,2,25.7,3,25.8,3,26.0,3,25.9,3,0.7,3,1.2,1,-1,3,0.2
2021,5,9.6,2,9.7,2,9.7,3,9.8,2,3.9,3,10.2,3,10.0,3,4.4,3,5.1,2,6,2,6.1
2026,5,7.0,5,7.2,5,7.3,2,7.7,2,1.4,1,2.0,2,2.8,2,4.1,3,5.4,2,2.6,2,2.9
4003,5,4.1,5,4.2,2,4.2,3,4.3,2,0.6,3,0.9,1,0.3,2,1,2,1.3,1,-1,1,1
4004,5,4.4,5,4.5,2,4.5,2,4.7,2,4.9,2,4.9,2,5.0,2,4.1,3,4.4,2,3.9,2,3.8
4007,4,9.4,2,9.4,2,9.5,2,4.0,2,2.0,3,2.3,3,2.5,3,2.7,3,3.7,3,3.2,2,1.8
4129,5,2.5,5,2.6,5,2.7,5,2.9,2,3.3,1,3.2,2,3.3,2,3.7,2,3.9,1,0.5,2,1.3
4130,5,2.5,5,2.5,1,2.8,5,2.6,2,3.0,2,2.9,2,3.0,2,-1.0,2,-1.0,0,,,
4131,5,3.0,5,3.1,2,3.1,2,0.2,2,1.6,1,2.1,1,2.7,2,3.6,2,4.7,3,6.1,3,6.2
4132,5,23.6,2,24.1,2,24.2,3,24.4,3,24.2,3,25.1,3,25.0,3,25.2,3,75.2,3,25.3,3,25.2
5038,5,0.7,5,0.7,5,0.8,5,0.8,2,0.5,1,0.6,,,,,,,,,,
5039,5,1.2,5,1.2,5,1.3,3,1.6,2,2.1,2,2.1,2,2.4,2,3,2,0.2,1,1,1,1.5
5040,5,1.7,5,1.7,1,1.9,5,2.0,1,2.5,1,2.5,2,2.8,2,3.3,3,3.1,1,-1,2,0.2
5041,5,1.7,5,1.8,5,1.9,5,2.1,2,3.9,3,4.0,3,3.8,2,0.5,3,0.7,2,0.3,2,0.9
5042,5,0.8,5,0.8,5,0.8,5,0.9,1,1.9,1,2.0,3,2.2,,2,2,2,0,,0,
5043,5,1.7,5,1.7,5,1.9,5,1.9,2,2.4,2,2.3,2,2.3,2,1.2,3,2,1,-1,1,0.2
5044,5,0.8,2,0.8,5,0.8,2,0.2,1,-1.0,1,-1.0,0,,,,,,,,,
5045,5,1.6,5,2.3,5,1.4,5,1.5,2,1.7,2,1.8,2,1.6,2,2.5,3,3,,,,
5046,5,0.7,5,0.6,5,0.7,2,0.4,1,1.5,1,1.9,2,1.6,2,0.3,1,0.4,1,-1,0,
251,2,14.0,2,13.8,2,1.6,2,1.5,2,1.0,3,1.0,1,-1.0,2,-1.0,2,-1.0,1,-1.0,1,35
541,5,29.5,3,31.5,5,32.8,3,33.0,3,35.0,3,36.3,3,35.8,3,35.8,3,35.9,3,40.5,2,35.8
544,5,51.6,2,51.7,2,52.1,2,51.6,3,52.0,3,52.0,3,52.0,3,39.8,3,5,3,6.3,2,4.9
546,2,52.5,2,52.1,5,53.5,2,53.1,3,50.0,3,51.9,3,51.9,3,52.7,3,51.9,3,52.3,2,52.9
2409,2,21.1,2,22.4,3,23.4,3,24.0,3,26.0,3,26.5,3,26.7,3,27.1,3,27.5,3,28.2,3,27.5
2410,5,18.8,5,19.9,5,20.8,2,21.5,2,23.0,3,23.3,3,23.6,3,23.5,2,2.6,2,1.6,2,1.1
2415,5,16.8,5,17.1,5,17.4,3,17.6,3,17.5,3,18.6,3,19.0,3,18.7,3,14.7,3,4.3,2,2.3
2416,5,9.4,5,9.9,5,10.2,2,10.6,2,12.0,1,1.3,1,2.0,2,2.6,2,3.4,2,3.8,2,0.9
2424,5,11.7,5,12.2,1,12.5,2,12.9,2,13.5,3,13.2,3,13.4,3,14.3,3,13.4,2,3.4,2,1.3
2425,5,20.7,2,21.3,5,21.7,2,22.0,3,23.0,3,23.5,3,24.0,3,23.6,3,23.2,2,1.9,2,1.9
2426,5,13.3,2,13.9,5,14.5,4,15.1,3,16.5,3,16.3,3,16.5,3,2.2,3,2.7,2,3.2,2,4.1
2427,5,6.6,5,6.9,5,7.2,2,7.4,1,-1.0,1,0.2,1,1.0,3,0.9,2,1.2,1,-1,0,
2428,2,19.9,2,20.9,2,21.1,2,21.5,2,22.5,3,3.6,3,4.6,3,5.9,3,7.2,3,8,3,8.1
2429,2,19.8,2,20.9,3,21.3,2,1.6,4,3.0,3,4.2,3,4.6,3,4,3,3.4,2,3.4,2,3.9
2430,5,18.8,5,19.6,3,20.1,3,20.8,2,21.5,3,21.6,3,22.5,3,3.3,2,3.7,2,2.9,2,2.7
2431,5,23.0,5,23.6,2,25.3,2,24.3,2,25.5,3,24.5,2,1.5,3,2.1,3,3.1,3,3.5,2,3.7
2432,5,7.5,5,8.0,2,8.5,2,9.0,1,1.0,1,-1.0,1,-1.0,2,0.3,2,0.2,0,,0,
2433,5,16.3,5,17.5,5,18.5,2,19.7,2,22.5,3,21.8,3,22.2,3,2.4,3,2.8,2,3,2,1.3
