Tree,Canker,DateInfected,Site,Height,Plot,TRT,Area,2012Code,CODE2012,2012Rating,CODE2011,2011Rating,CODE2010,2010Rating,CODE2009,2009Rating,Rating2008,CODE2007,Rating07Canker,CODE2006,Rating06,CODE2005,2005TrtPlot,Tree05Trt,Canker05Trt,Rating05Canker,CODE2004,Tree04Trt,Canker04Trt,Rating04Canker,Tree03Trt,Canker03Trt,Rating03Canker,2002RatingCanker
2108,A1,8-May,Rhyme,0.25,9,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2108,B1,8-May,Rhyme,8,9,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2108,C1,9-Jun,Rhyme,0.5,9,2,3,0,,,,,,,36,4,,,,,,,,,,,,,,,,,,
2108,C2,9-Jun,Rhyme,4,9,2,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2108,D1,8-May,Rhyme,0.25,9,2,3,0,,,,,,,36,2,,,,,,,,,,,,,,,,,,
2109,1,7-May,Rhyme,3,9,0,3,0,,,,,,,ns,,,ns,,ns,,36,2,,,,36,0,0,,,,,
2115,1,4-Jun,Rhyme,0.25,9,0,3,0,,,36,3,,,36,4,,,,,,36,2,,,,36,0,,,0,,,
2115,2,8-May,Rhyme,8,9,0,3,0,,,,,,,36,2,,,,,,,,,,,,,,,,,,
2115,3,10-Jun,Rhyme,5.5,9,0,3,0,,,,,36,4,,,,,,,,,,,,,,,,,,,,
2116,1,4-Jun,Rhyme,1,9,2,3,0,,,,,,,ns,,,,,,,36,2,2,2,4,36,2,2,4,2,,,
2116,2,4-Jun,Rhyme,5,9,2,3,0,,,,,,,ns,,,,,34,,35,2,2,2,4,,,,,,,,
2116,3,5-May,Rhyme,10,9,2,3,0,,,,,,,ns,,,,,34,,35,2,2,2,4,,,,,,,,
2116,A1,5-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,36,4,,,,,,,,,,,,,,,
2116,A2,10-Jun,Rhyme,0.25,9,2,3,0,,,,,35,4,,,,,,,,,,,,,,,,,,,,
2116,B1,7-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,36,4,,,,,,,,,,,,,,,
2116,C1,7-May,Rhyme,1.5,9,2,3,0,,,,,,,ns,,,36,3,,,,,,,,,,,,,,,
2116,D1,8-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2116,E1,8-May,Rhyme,4,9,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2116,G,,Rhyme,,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,1,7-May,Rhyme,1,9,0,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,0,4,0,0,4,3
2117,2,2-May,Rhyme,5,9,0,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,,,,0,4,
2118,1,3-Sep,Rhyme,1,9,0,3,0,,,,,,,36,3,,36,4,,,36,2,,,,36,0,,,0,,,
2118,2,8-May,Rhyme,3,9,0,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2118,3,8-May,Rhyme,5.5,9,0,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2118,4,9-Jun,Rhyme,4,9,0,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2118,5,9-Jun,Rhyme,2.5,9,0,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2118,6,9-Jun,Rhyme,10,9,0,3,0,,,,,,,36,4,,,,,,,,,,,,,,,,,,
2119,1,7-May,Rhyme,0.25,9,2,3,0,,,,,,,34,3,,36,1,,,34,2,,,,34,2,,,2,,,
2119,2,8-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2119,A1,10-Jun,Rhyme,0.25,9,2,3,0,,,36,1,36,4,,,,,,,,,,,,,,,,,,,,
2119,B,,Rhyme,,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,2,4-Jun,Rhyme,,9,2,3,0,,,,,,,34,4,,34,4,,,,,,,,,,,,,,,
2133,B1,10-Jun,Rhyme,6,9,2,3,0,,,34,4,,,34,,,,,,,,,,,,,,,,,,,
2313,,6-May,Rhyme,,10,1,3,0,,,,,,,ns,,,,,,,32,1,,,,32,1,,,1,,,
2337,1,,Rhyme,0.25,12,0,3,0,,,33,3,,,33,2,,33,,33,3,33,1,0,0,4,33,0,,,0,,,
2337,2,5-May,Rhyme,50,12,0,3,0,,,,,,,ns,,,ns,3,ns,,,,,,,,,,,,,,
2337,3,11-Jun,Rhyme,5,12,0,3,0,,,33,,,,,,,,,,,,,,,,,,,,,,,
2337,A,6-May,Rhyme,,12,0,3,0,,,,,,,ns,,,,,33,,33,1,,,,33,0,,,0,,,
2337,B,,Rhyme,,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2337,C,,Rhyme,,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2338,1,9-Jun,Rhyme,3,12,1,3,0,,,,,,,32,2,,,,,,32,1,,,,32,1,,,1,,,
2338,2,9-Jun,Rhyme,6,12,1,3,0,,,,,,,32,3,,,,,,,,,,,,,,,,,,
2339,,,Rhyme,,12,0,3,0,,,,,,,ns,,,,,,,33,1,,,,33,0,,,0,,,
2340,A1,,Rhyme,0.25,12,1,3,0,,,,,,,ns,,,33,4,33,3,,,,,,,,,,,,,
2340,,6-May,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,32,1,,,,32,1,,,1,,,
2341,1,,Rhyme,35,12,0,3,0,,,,,,,ns,,,ns,,ns,,33,1,,,,33,0,,,0,,,
2341,2,11-Jun,Rhyme,0.25,12,0,3,0,,,33,,,,,,,,,,,,,,,,,,,,,,,
2341,A1,11-Jun,Rhyme,,12,0,3,0,,,36,,,,,,,,,,,,,,,,,,,,,,,
2342,,6-May,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,32,1,,,,32,1,,,1,,,
2343,1,,Rhyme,2,12,1,3,0,,,,,,,ns,,,33,3,,,33,1,,,,33,1,,,1,,,
2343,2,7-May,Rhyme,4.5,12,1,3,0,,,,,,,ns,,,33,3,,,,,,,,,,,,,,,
2343,3,7-May,Rhyme,10,12,1,3,0,,,,,,,ns,,,ns,3,,,,,,,,,,,,,,,
2343,B2,10-Jun,Rhyme,7,12,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,C,,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2344,1,,Rhyme,3,12,0,3,0,,,,,,,33,4,,ns,,33,3,33,1,,,,33,0,,,0,,,
2344,2,6-May,Rhyme,30,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2344,3,8-May,Rhyme,32,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2344,4,10-Jun,Rhyme,4,12,0,3,0,,,,,33,4,,,,,,,,,,,,,,,,,,,,
2344,A,,Rhyme,4,12,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,1,8-May,Rhyme,15,12,1,3,0,,,,,,,ns,,,,,32,3,32,1,,,,32,1,,,1,,,
2349,A,5-May,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2409,1,8-May,Rhyme,6,11,2,3,0,,,34,1,,,34,1,,34,1,34,2,34,2,2,2,2,34,2,2,2,2,2,2,3
2409,3,3-May,Rhyme,25,11,2,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,35,2,,,,0,,
2409,5,4-Jun,Rhyme,11,11,2,3,0,,,,,,,ns,,,34,1,34,3,34,2,2,2,2,34,2,2,4,,,,
2409,6,4-Jun,Rhyme,9,11,2,3,0,,,,,,,34,1,,34,2,34,,34,2,2,2,4,,,,,,,,
2409,9,10-Jun,Rhyme,8,11,2,3,0,,,,,35,4,,,,,,,,,,,,,,,,,,,,
2410,1,6-May,Rhyme,5,11,0,3,0,,,,,,,36,4,,36,3,36,3,36,2,0,0,4,36,0,0,2,0,,,
2410,2,4-Jun,Rhyme,3,11,0,3,0,,,,,,,ns,,,36,2,36,3,36,2,0,0,4,36,0,0,2,,,,
2410,3,4-Jun,Rhyme,0.5,11,0,3,0,,,,,,,ns,,,36,3,36,3,,,,,,,,,,,,,
2410,4,5-May,Rhyme,6,11,0,3,0,,,,,,,ns,,,36,3,,,,,,,,,,,,,,,
2410,A1,7-May,Rhyme,4,11,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2410,B1,9-Jun,Rhyme,2,11,0,3,0,,,,,,3,36,2,,,,,,,,,,,,,,,,,,
2410,B2,10-Jun,Rhyme,3,11,0,3,0,,,,,35,4,,,,,,,,,,,,,,,,,,,,
2415,2,4-Jun,Rhyme,1,11,2,3,0,,,,,,,34,1,,34,1,34,3,34,2,2,2,4,,,,,,,,
2415,3,5-May,Rhyme,8,11,2,3,0,,,,,,,34,2,,,,,,,,,,,,,,,,,,
2415,4,9-Jun,Rhyme,4,11,2,3,0,,,,,,,35,3,,,,,,,,,,,,,,,,,,
2415,5,9-Jun,Rhyme,4,11,2,3,0,,,,,,,35,4,,,,,,,,,,,,,,,,,,
2415,A1,8-May,Rhyme,3.5,11,2,3,0,,,,,,,34,4,,,,,,,,,,,,,,,,,,
2415,A2,8-May,Rhyme,6,11,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2415,A3,9-Jun,Rhyme,0.25,11,2,3,0,,,,,,,35,2,,,,,,,,,,,,,,,,,,
2415,B1,9-Jun,Rhyme,5,11,2,3,0,,,,,,,35,,,,,,,,,,,,,,,,,,,
2416,1,8-May,Rhyme,5,11,0,3,0,,,,,,,ns,,,,,36,3,36,2,0,0,4,36,0,,,0,,,
2416,A,,Rhyme,,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,1,5-May,Rhyme,out of plot,11,0,3,0,,,,,,,ns,,,,,,,36,2,,,,,,,,,,,
2424,1,10-Jun,Rhyme,7,11,2,3,0,,,34,4,35,4,ns,,,,,,,34,2,,,,34,2,,,2,,,
2425,A1,11-Jun,Rhyme,1,11,2,3,0,,3,36,,,,,,,,,,,,,,,,,,,,,,,
2425,C,,Rhyme,,11,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,1,6-May,Rhyme,6,11,2,3,0,,,,,,,34,2,,34,3,34,2,34,2,2,2,2,34,2,2,2,2,,,
2426,2,4-Jun,Rhyme,8,11,2,3,0,,,,,,,34,4,,,,,,,,,,,,,,,,,,
2426,A1,10-Jun,Rhyme,3,11,2,3,0,,,,,36,,,,,,,,,,,,,,,,,,,,,
2427,1,8-May,Rhyme,5,11,0,3,0,,,,,,,ns,,,,,36,4,36,2,0,0,4,36,0,,,0,,,
2427,A,,Rhyme,,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,1,5-May,Rhyme,0.25,11,2,3,0,,,,,,,ns,,,34,3,34,4,34,2,2,2,3,34,2,2,4,2,2,4,4
2428,2,2-May,Rhyme,7,11,2,3,0,,,34,,,,ns,,,ns,3,ns,,34,2,2,2,2,34,2,2,3,,2,4,
2428,3,3-Sep,Rhyme,5,11,2,3,0,,,,,,,ns,,,ns,3,34,,34,2,2,2,3,34,2,2,4,,,,
2428,4,4-Jun,Rhyme,2,11,2,3,0,,,,,,,ns,,,ns,3,34,,34,2,2,2,4,,,,,,,,
2428,5,5-May,Rhyme,10,11,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2428,A1,8-May,Rhyme,0.5,11,2,3,0,,,,,,,36,1,,36,4,,,,,,,,,,,,,,,
2428,B1,7-May,Rhyme,3,11,2,3,0,,,,,,,ns,,,36,4,,,,,,,,,,,,,,,
2428,D1,7-May,Rhyme,4,11,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2428,E1,10-Jun,Rhyme,3,11,2,3,0,,,,,36,4,,,,,,,,,,,,,,,,,,,,
2429,1,2-May,Rhyme,0.25,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,4,0,0,3,4
2429,2,2-May,Rhyme,5,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,2,,0,3,4
2429,3,2-May,Rhyme,18,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,0,,4
2429,4,2-May,Rhyme,3,11,0,3,0,,,,,,,ns,,,,,,,35,2,,,,35,2,2,2,,0,3,
2429,5,3-Sep,Rhyme,3,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,2,,0,2,
2429,6,3-Sep,Rhyme,4,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,2,,0,4,
2429,7,3-Sep,Rhyme,7,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,2,,0,3,
2429,8,3-Sep,Rhyme,7.5,11,0,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,2,,0,4,
2429,9,3-Sep,Rhyme,10,11,0,3,0,,,,,,,ns,,,,,,,35,2,,,,35,2,2,,,0,3,
2429,10,3-Sep,Rhyme,12,11,0,3,0,,,,,,,ns,,,,,,,35,2,,,,35,2,,,,0,4,
2429,A1,3-Sep,Rhyme,0.5,11,0,3,0,,,,,,,ns,,,36,4,,,,,,,,,,,,,,,
2429,C1,10-Jun,Rhyme,7,11,0,3,0,,4,36,4,36,2,36,,,,,,,,,,,,,,,,,,,
2430,2,3-Sep,Rhyme,0.5,11,0,3,0,,1,,,,,ns,,,ns,,36,4,36,2,0,0,3,36,0,0,4,,,,
2430,5,6-May,Rhyme,5,11,0,3,0,,3,36,3,36,,36,4,,36,4,,,,,,,,,,,,,,,
2430,A1,7-May,Rhyme,2,11,0,3,0,,,36,4,,,36,,,,,,,,,,,,,,,,,,,
2430,A2,9-Jun,Rhyme,5,11,0,3,0,,,36,2,,,36,4,,,,,,,,,,,,,,,,,,
2430,A3,9-Jun,Rhyme,5.5,11,0,3,0,,,,,,,ns,4,,,,,,,,,,,,,,,,,,
2430,B1,9-Jun,Rhyme,,11,0,3,0,,,,,,,36,,,,,,,,,,,,,,,,,,,
2430,D,,Rhyme,,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,1,8-May,Rhyme,1,11,2,3,0,,,,,,,ns,4,,35,4,34,4,34,2,2,2,4,34,2,2,4,2,2,4,
2431,2,3-May,Rhyme,25,11,2,3,0,,,,,,,ns,4,,ns,,ns,,35,2,,,,35,2,,,,0,,
2431,3,3-May,Rhyme,5,11,2,3,0,,,,,,,34,4,,34,3,34,4,34,2,2,2,3,34,2,2,1,,2,3,
2431,4,3-Sep,Rhyme,5,11,2,3,0,,,,,,,ns,4,,34,3,34,4,34,2,2,2,4,,,,,,,,
2431,A1,5-May,Rhyme,0.25,11,2,3,0,,,,,,,34,,,,,,,,,,,,,,,,,,,
2431,A2,8-May,Rhyme,3,11,2,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2431,B1,10-Jun,Rhyme,2,11,2,3,0,,,,,36,4,,,,,,,,,,,,,,,,,,,,
2432,1,8-May,Rhyme,0.25,11,2,3,0,,,,,,,35,,,35,1,34,2,34,2,2,2,3,34,2,2,4,2,,,
2432,2,4-Jun,Rhyme,0.25,11,2,3,0,,,,,,,ns,,,ns,,ns,,34,2,2,2,3,34,2,2,4,,,,
2432,3,4-Jun,Rhyme,0.25,11,2,3,0,,,,,,,ns,,,ns,,ns,,34,2,2,2,4,,,,,,,,
2432,4,5-May,Rhyme,5,11,2,3,0,,,,,,,ns,,,34,2,35,3,,,,,,,,,,,,,
2433,B,,Rhyme,,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,1,6-May,Rhyme,3.5,11,0,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,,,,,,2
2434,A1,9-Jun,Rhyme,3,11,0,3,0,,,,,,,36,3,,,,,,,,,,,,,,,,,,
2434,A2,10-Jun,Rhyme,0.25,11,0,3,0,,,,,36,4,,,,,,,,,,,,,,,,,,,,
2434,B1,8-Jun,Rhyme,5.5,11,0,3,0,,,,,,,36,4,,,,,,,,,,,,,,,,,,
2434,B2,9-Jun,Rhyme,2,11,0,3,0,,,,,,,36,4,,,,,,,,,,,,,,,,,,
2435,1,8-May,Rhyme,3,11,2,3,0,,,,,,,34,4,,35,1,34,3,34,2,2,2,4,34,2,,,2,,,
2435,2,5-May,Rhyme,5,11,2,3,0,,,,,,,ns,,,34,2,34,3,34,2,2,2,4,,,,,,,,
2435,3,5-May,Rhyme,6,11,2,3,0,,2,34,3,,,ns,,,34,1,,,34,2,2,2,4,,,,,,,,
2435,4,5-May,Rhyme,7,11,2,3,0,,,,,,,34,,,34,3,35,2,,,,,,,,,,,,,
2435,5,5-May,Rhyme,11,11,2,3,0,,,,,,,ns,,,35,3,,,,,,,,,,,,,,,
2435,A1,7-May,Rhyme,0.5,11,2,3,0,,,,,,,34,2,,36,2,,,,,,,,,,,,,,,
2435,A2,10-Jun,Rhyme,5,11,2,3,0,,,,,35,4,,,,,,,,,,,,,,,,,,,,
2435,A3,10-Jun,Rhyme,4,11,2,3,0,,,,,35,4,,,,,,,,,,,,,,,,,,,,
2435,B1,7-May,Rhyme,0.5,11,2,3,0,,,,,,,34,4,,36,4,,,,,,,,,,,,,,,
2435,B2,7-May,Rhyme,1,11,2,3,0,,,,,,,34,4,,,,,,,,,,,,,,,,,,
2436,2,8-May,Rhyme,8,11,2,3,0,,,34,2,,,ns,,,,,,,,,,,,,,,,,,,
2436,3,10-Jun,Rhyme,6,11,2,3,0,,,34,3,35,4,,,,,,,,,,,,,,,,,,,,
2436,4,11-Jun,Rhyme,5,11,2,3,0,,4,35,3,,,,,,,,,,,,,,,,,,,,,,
2440,1,8-May,Rhyme,4.5,11,0,3,0,,,,,,,ns,,,36,4,36,4,36,2,,,,36,0,,,0,,,
2440,2,6-May,Rhyme,,11,0,3,0,,,,,,,ns,,,36,2,36,,,,,,,,,,,,,,
2440,3,6-May,Rhyme,,11,0,3,0,,,,,,,ns,,,ns,,36,,,,,,,,,,,,,,
2440,A,6-May,Rhyme,,11,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2441,A1,3-Sep,Rhyme,2,11,0,3,0,,,,,,,ns,,,,,36,3,36,2,0,0,4,,,,,,,,
2441,A2,5-May,Rhyme,5.5,11,0,3,0,,,,,,,ns,,,,,36,4,,,,,,,,,,,,,
2441,B1,6-May,Rhyme,5,11,0,3,0,,,,,,,36,4,,36,3,36,4,,,,,,,,,,,,,
2441,B2,6-May,Rhyme,3,11,0,3,0,,,,,,,36,1,,36,3,,,,,,,,,,,,,,,
2441,B3,9-Jun,Rhyme,5,11,0,3,0,,,,,,,36,1,,,,,,,,,,,,,,,,,,
2441,C1,9-Jun,Rhyme,3,11,0,3,0,,,,,,,36,2,,,,,,,,,,,,,,,,,,
2441,D,,Rhyme,,11,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2441,E,,Rhyme,,11,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,2,9-Jun,Rhyme,8,12,1,3,0,,4,,,,,32,4,,,,,,,,,,,,,,,,,,
2506,1,7-May,Rhyme,2,12,1,3,0,,,,,,,ns,,,33,3,,,32,1,,,,32,1,,,1,,,
2506,2,7-May,Rhyme,7,12,1,3,0,,,,,,,ns,,,33,3,,,,,,,,,,,,,,,
2506,3,7-May,Rhyme,3,12,1,3,0,,,,,,,ns,,,33,4,,,,,,,,,,,,,,,
2506,A1,7-May,Rhyme,1,12,1,3,0,,,,,,,ns,,,33,2,,,,,,,,,,,,,,,
2506,C1,8-May,Rhyme,2.5,12,1,3,0,,4,32,,,1,32,3,,,,,,,,,,,,,,,,,,
2507,1,9-Jun,Rhyme,1,12,0,3,0,,,,,,,33,,,,,,,,,,,,,,,,,,,
2507,2,9-Jun,Rhyme,15,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2507,3,9-Jun,Rhyme,20,12,0,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2507,A1,8-May,Rhyme,1,12,0,3,0,,,,,,,33,,,33,4,,,33,1,,,,33,0,,,0,,,
2508,1,7-May,Rhyme,1,12,1,3,0,,,,,,,ns,,,33,4,,,32,1,,,,32,1,,,1,,,
2508,A1,7-May,Rhyme,6,12,1,3,0,,,32,,,,33,4,,33,2,,,,,,,,,,,,,,,
2508,B1,11-Jun,Rhyme,5.5,12,1,3,0,,,32,,,,,,,,,,,,,,,,,,,,,,,
2517,1,6-May,Rhyme,0.25,12,1,3,0,,,,,,,32,1,,33,2,33,2,32,1,,,,32,1,0,4,1,,,
2517,2,7-May,Rhyme,1.5,12,1,3,0,,,,,,,32,3,,33,3,,,,,,,,,,,,,,,
2517,3,7-May,Rhyme,4,12,1,3,0,,,,,,,32,1,,33,1,,,,,,,,,,,,,,,
2517,4,7-May,Rhyme,6.5,12,1,3,0,,,,,,,32,1,,33,2,,,,,,,,,,,,,,,
2517,A1,9-Jun,Rhyme,3,12,1,3,0,,,,,,,32,3,,,,,,,,,,,,,,,,,,
2517,B,,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2518,1,9-Jun,Rhyme,5,12,0,3,0,,,,,,,33,4,,,,,,33,1,,,,33,0,,,0,,,
2518,A1,9-Jun,Rhyme,8,12,0,3,0,,,33,3,,,33,4,,,,,,,,,,,,,,,,,,
2518,B1,11-Jun,Rhyme,1.5,12,0,3,0,,,33,3,,,,,,,,,,,,,,,,,,,,,,
2519,1,6-May,Rhyme,5,12,1,3,0,,,,,,,32,3,,33,4,,,,,,,,,,,,,,,
2519,2,7-May,Rhyme,10,12,1,3,0,,,,,,,32,,,33,3,33,4,32,1,,,,32,1,,,1,,,
2519,3,7-May,Rhyme,7,12,1,3,0,,,,,,,32,3,,33,2,,,,,,,,,,,,,,,
2519,A1,11-Jun,Rhyme,1.5,12,1,3,0,,,33,,,,,,,,,,,,,,,,,,,,,,,
2519,B,,Rhyme,,12,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,1,7-May,Rhyme,0.5,12,1,3,0,,,,,,,ns,,,32,1,32,3,32,1,,,,32,1,,,1,,,
2520,A1,6-May,Rhyme,2.5,12,1,3,0,,,,,,,ns,,,32,4,ns,3,,,,,,,,,,,,,
2520,B,6-May,Rhyme,,12,1,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2521,1,3-Sep,Rhyme,0.25,12,0,3,0,,,,,,,33,1,,33,1,33,3,33,1,0,0,4,33,0,0,3,0,0,3,
2521,2,3-Sep,Rhyme,0.25,12,0,3,0,,,33,1,,,33,1,,33,1,33,3,33,1,0,0,4,33,0,0,3,,,,
2521,3,4-Jun,Rhyme,2,12,0,3,0,,,,,,,33,1,,33,1,33,4,33,1,,,,33,0,0,3,,,,
2521,4,4-Jun,Rhyme,6,12,0,3,0,,,33,4,,,ns,1,,33,2,33,3,33,1,0,0,4,33,0,0,4,,,,
2521,5,4-Jun,Rhyme,5,12,0,3,0,,,,,,,33,,,,,33,4,33,1,,,,33,0,0,3,,,,
2521,6,4-Jun,Rhyme,9,12,0,3,0,,,,,,,ns,,,33,3,33,4,33,1,0,0,4,,,,,,,,
2522,1,5-May,Rhyme,4,12,1,3,0,,,32,4,,,32,,,33,3,33,,32,1,1,0,4,32,1,0,4,1,0,4,
2522,2,3-Sep,Rhyme,2,12,1,3,0,,,,,,,ns,2,,33,4,ns,,32,1,,,,32,1,0,3,,,,
2522,3,7-May,Rhyme,5,12,1,3,0,,,,,,,ns,2,,33,1,ns,,32,1,,,,32,1,0,4,,,,
2523,1,7-May,Rhyme,1,12,1,3,0,,,,,,,ns,,,32,1,32,3,32,1,1,0,4,32,1,,,1,,,
2523,2,5-May,Rhyme,10,12,1,3,0,,,,,,,ns,,,ns,,32,3,,,,,,,,,,,,,
2523,3,6-May,Rhyme,1.5,12,1,3,0,,,,,,,ns,,,32,3,,,,,,,,,,,,,,,
2523,A1,11-Jun,Rhyme,6,12,1,3,0,,,33,4,,,,,,,,,,,,,,,,,,,,,,
2523,B1,11-Jun,Rhyme,4,12,1,3,0,,,33,4,,,,,,,,,,,,,,,,,,,,,,
2524,1,7-May,Rhyme,6.5,12,1,3,0,,,,,,,ns,,,32,1,32,2,32,1,,,,32,1,,,1,,,
2524,2,6-May,Rhyme,4,12,1,3,0,,,,,,,ns,,,32,1,,,,,,,,,,,,,,,
2524,3,7-May,Rhyme,20,12,1,3,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
2524,A,,Rhyme,,12,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,B1,11-Jun,Rhyme,4,12,1,3,0,,,33,4,,,ns,,,,,,,33,1,,,,33,0,,,,,,
2524,C1,11-Jun,Rhyme,0.25,12,1,3,0,,,33,2,,,,,,,,,,,,,,,,,,,,,,
2525,A,8-May,Rhyme,,12,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,,,Rhyme,,12,0,3,0,,,,,,,ns,,,,,,,33,1,,,,33,0,,,,,,
2529,A1,3-Sep,Rhyme,1.5,12,1,3,0,,,,,,,32,1,,32,1,32,3,32,1,1,0,2,32,1,0,,1,0,4,
2529,A2,3-Sep,Rhyme,3.5,12,1,3,0,,,,,,,32,1,,32,2,32,3,32,1,1,0,2,32,1,0,,1,0,4,
2529,A3,3-Sep,Rhyme,5.5,12,1,3,0,,,,,,,32,2,,32,1,32,3,32,1,1,0,3,,,,,,,,
2529,A4,5-May,Rhyme,6,12,1,3,0,,,,,,,32,2,,32,1,32,3,32,1,1,0,2,,,,,,,,
2529,A5,5-May,Rhyme,7,12,1,3,0,,,,,,,ns,,,32,1,32,3,32,1,1,0,2,,,,,,,,
2529,A6,5-May,Rhyme,5,12,1,3,0,,,,,,,32,1,,32,4,,,,,,,,,,,,,,,
2529,B1,7-May,Rhyme,0.25,12,1,3,0,,,,,,,32,,,32,1,32,3,32,1,1,0,2,32,1,,3,1,0,3,
2529,B2,3-Sep,Rhyme,3,12,1,3,0,,,,,,,32,,,32,1,32,3,32,1,1,0,4,32,1,,,,,,
2529,B3,5-May,Rhyme,40,12,1,3,0,,,,,,,ns,,,ns,,32,3,32,1,,,,,,,,,,,
2529,B4,3-Sep,Rhyme,4,12,1,3,0,,,,,,,32,,,32,3,,,,,,,,,,,,,,,
2529,C,,Rhyme,,12,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,1,7-May,Rhyme,0.25,12,0,3,0,,,,,,,ns,,,33,4,33,4,33,1,,,,33,0,,,0,,,
2530,2,6-May,Rhyme,3,12,0,3,0,,,,,,,ns,,,33,4,,,,,,,,,,,,,,,
2530,A1,7-May,Rhyme,10,12,0,3,0,,,,,,,ns,,,33,3,ns,,,,,,,,,,,,,,
2530,B1,11-Jun,Rhyme,,12,0,3,0,,,33,4,,,,,,,,,,,,,,,,,,,,,,
2530,C1,11-Jun,Rhyme,,12,0,3,0,,,33,,,,,,,,,,,,,,,,,,,,,,,
2531,1,6-May,Rhyme,10,12,1,3,0,,,,,,,ns,,,,,32,,32,1,,,,32,1,0,3,1,0,4,
2531,2,3-Sep,Rhyme,6.5,12,1,3,0,,,,,,,ns,,,,,,,32,1,,,,32,1,0,4,,,,
2532,1,4-Jun,Rhyme,6.5,12,0,3,0,,,,,,,ns,,,,,,,33,1,,,,33,0,,,0,,,
2532,A,,Rhyme,,12,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,B,,Rhyme,,12,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,1,8-May,Rhyme,5,12,0,3,0,,,,,,,ns,,,32,1,32,2,32,1,1,0,4,32,1,0,3,1,0,3,4
